,timestamp,observed,predicted,threshold,norm_threshold,alertable,baseline,model_relative_error
312,1771439400,2812269166,2907023667,2844837111,2891477028,True,780822536,0.03369325459510443
313,1771441200,2863509062,2914604248,2783089378,2881725531,False,780822536,0.01784355659217397
314,1771443000,2946196562,2967772299,2782354989,2921417971,False,780822536,0.007323251027539553
315,1771444800,3187712812,3061962628,2857332518,3010805101,False,780822536,0.03944840436272024
316,1771446600,3223398750,3280021083,3117237833,3239325271,False,780822536,0.017566034298424914
317,1771448400,3112350000,3360457976,3213038506,3323603109,True,780822536,0.07971724773884685
318,1771450200,3023632812,3265929035,3130063865,3231962743,True,780822536,0.08013414262419374
319,1771452000,2848903333,3154980615,2938358805,3100825162,True,780822536,0.10743687876474536
320,1771453800,2563179375,2942963237,2706455497,2883836302,True,780822536,0.1481690535216639
321,1771455600,2246403645,2668830442,2401844462,2602083947,True,780822536,0.1880458117757372
322,1771457400,1892612812,2347352230,2183514470,2306392790,True,780822536,0.24027070677993487
323,1771459200,1543534062,1908256623,1726033723,1862700898,True,780822536,0.2362905814513862
324,1771461000,1310838333,1510740187,1448553631,1495193548,True,780822536,0.15249924339830853
325,1771462800,1134601354,1302842638,1171327768,1269963921,True,780822536,0.1482822873486541
326,1771464600,1000204583,1145791449,960374139,1099437121,False,780822536,0.14555708749436913
327,1771466400,925282395,1008187037,803556927,957029510,False,780822536,0.08959928606444523
328,1771468200,869958697,916893564,754110314,876197751,False,780822536,0.05395068428173895
329,1771470000,849371562,880295714,732876244,843440846,False,780822536,0.03640827334409861
330,1771471800,843109791,836920385,701055215,802954093,False,780822536,0.007341162522450175
331,1771473600,844612916,832923765,616301955,778768313,False,780822536,0.013839654566684368
